stop_id,stop_code,stop_name,stop_lon,stop_lat
490004788W,75735,Carleton Road (N7),-0.126547,51.55786
490005939W,71830,Dalmeny Road,-0.131035,51.55747
490000239A,55213,Tufnell Park,-0.137378,51.55689
490008592E,53651,Acland Burghley School,-0.138888,51.55734
490016618N,55199,Spencer Rise,-0.140060,51.55902
490005975E,77096,Dartmouth Park Road,-0.141116,51.56108
490015267E1,76751,Chester Road (N19),-0.140821,51.56337
490016494W,72266,Millennium Bridge,-0.097972,51.51178
490000023BB,48888,Blackfriars,-0.102892,51.51199
490000239B,54121,Tufnell Park,-0.136793,51.55708
490004727E,55205,Campdale Road,-0.133044,51.55738
490005939E,56094,Dalmeny Road,-0.129338,51.55770
490004788E,59414,Carleton Road (N7),-0.125936,51.55800
490016647E,75314,Holloway Road Holloway,-0.121189,51.55835
490005973S,73419,Dartmouth Park Road,-0.141011,51.56082
490008592D,48666,Junction Road,-0.139181,51.55829
490009865W,49417,Midfield Way  Sevenoaks Way, 0.111929,51.40902
490005849W,77848,Croxley Green, 0.106382,51.40880
490009864W,48066,Midfield Way  Chipperfield Road, 0.103631,51.40870
490004272W,72865,Breakspears Drive, 0.099018,51.40843
490003782S,54801,Beddington Road, 0.096504,51.40693
490005216E,48847,Chorleywood Crescent, 0.099472,51.40485
490012882N,74292,Kings Church, 0.103510,51.40354
490011437E,74892,Ravenscourt Road, 0.103657,51.40048
490009296S,48482,Longbury Drive, 0.106340,51.39850
490010640W,72777,Orpington Hospital, 0.094575,51.36249
490007494PA,52479,High Street  Green Street Green, 0.089527,51.35226
490007495BD,52237,High Street  Worlds End Lane, 0.089239,51.35068
490007494DC,58058,High Street  Green Street Green, 0.089472,51.35263
490009296W,76976,Longbury Drive, 0.105744,51.39897
490011437W,49781,Ravenscourt Road, 0.102787,51.40096
490007300W,50565,Goose Green Close, 0.103144,51.40436
490005216W,55073,Chorleywood Crescent, 0.098527,51.40495
490003782E,57104,Beddington Road, 0.096322,51.40734
490004272E,54452,Breakspears Drive, 0.099659,51.40863
490009864E,77351,Midfield Way  Chipperfield Road, 0.104657,51.40880
490005849E,73878,Croxley Green, 0.108104,51.40903
490000989Z,92297,Phoebeth Road,-0.025014,51.45457
490000370Z,92112,Gordonbrock Road,-0.026993,51.45376
490000369Z,92110,Foxborough Gardens,-0.029400,51.45334
490006967Z,92108,Bexhill Road,-0.030352,51.45261
490009621Z,92106,Ewhurst Road,-0.029913,51.45112
490003579Z,92104,Bankhurst Road,-0.029691,51.44858
490000365Z,92102,Bourneville Road,-0.029063,51.44647
490000364Z,92100,Sussex Mews,-0.026453,51.44426
490014026S,59551,Verdant Lane  Sandhurst Road, 0.004078,51.44181
490006155S1,75754,Pasture Road (SE6), 0.005304,51.43990
490008258S,59311,Hither Green Cemetery, 0.006590,51.43709
490006452S,57658,Edward Tyler Road, 0.027038,51.43421
490013403S,51408,Marvels Lane  Chinbrook Road, 0.031198,51.43198
490007569N,50608,Grove Park Cemetery, 0.033956,51.42637
490006452N,71951,Edward Tyler Road, 0.025738,51.43472
490008258W,74140,Hither Green Cemetery, 0.006211,51.43730
490006155N,59538,Pasture Road (SE6), 0.005274,51.43955
490014026N,72259,Verdant Lane  Sandhurst Road, 0.004081,51.44156
490019474Y,92099,Hilary House,-0.026684,51.44423
490011434Z,92101,Ravensbourne Park Crescent,-0.029235,51.44680
490000366Z,92103,Brightling Road,-0.029887,51.44904
490009621Y,92105,Ewhurst Road,-0.030034,51.45098
490006967Y,92107,Bexhill Road,-0.030390,51.45274
490000368Z,92109,Amyruth Road,-0.028105,51.45365
490000367Z,92111,Francemary Road,-0.025014,51.45457
490004031E,55077,Birkbeck Road,-0.239652,51.61564
490014797N,49798,Wise Lane,-0.236651,51.61591
490012035N,50664,Shakespeare Road Mill Hill,-0.235943,51.61891
490009902E,51523,Mill Hill  The Three Hammers,-0.232678,51.62114
490009907S,75907,Mill Hill School,-0.228935,51.61859
490012971E,54847,St Vincent's School,-0.222966,51.61755
490009783E,50228,Burtonhole Lane,-0.220264,51.61722
490006590E,51833,Engel Park,-0.214736,51.61415
490007038S,56140,Frith Lane,-0.207825,51.60588
490008278S,49083,Holders Hill Circus,-0.207657,51.60393
490008051S,71456,Hendon Cemetery,-0.209119,51.60126
490008279S,51365,Holders Hill Crescent,-0.212954,51.59737
490007412S,49909,Great North Way Hendon,-0.216346,51.59556
490003441S,57796,Ashley Lane,-0.219125,51.59317
490006880SA,58057,Florence Street,-0.221538,51.59052
490000087GI,55209,Golders Green,-0.194439,51.57200
490006157N,72651,Downage,-0.220569,51.59241
490003441N,57113,Ashley Lane,-0.218391,51.59385
490007412E,76180,Great North Way Hendon,-0.216216,51.59592
490008279E,71268,Holders Hill Crescent,-0.213463,51.59728
490008051N,50391,Hendon Cemetery,-0.209650,51.60060
490008278N,49850,Holders Hill Circus,-0.207770,51.60435
490007038N,73858,Frith Lane,-0.207909,51.60558
490006590N,54116,Engel Park,-0.215570,51.61462
490009783N,76948,Burtonhole Lane,-0.220728,51.61716
490012971N,53012,St Vincent's School,-0.223847,51.61757
490009907N,75022,Mill Hill School,-0.229533,51.61881
490009902S,76509,Mill Hill  The Three Hammers,-0.234286,51.62139
490012035S,71764,Shakespeare Road Mill Hill,-0.236196,51.61797
490014791W,53870,Wise Lane,-0.237498,51.61530
490004031W,54224,Birkbeck Road,-0.240663,51.61563
490005092Z,92315,Mitchell Road,-0.095517,51.61515
490001939Z,92316,Princes Avenue  Tottenhall Road,-0.095113,51.61342
490001940Z,92317,Pasteur Gardens  Tottenhall Road,-0.097069,51.61189
490001941Z,92318,St Paul's Rise,-0.100898,51.61116
490001937Z,92319,Berkshire Gardens  Wolves Lane,-0.102690,51.60871
490001562Z,92303,Sylvan Avenue,-0.103572,51.60590
490001561Z,92304,Wolves Lane Cemetery,-0.103876,51.60381
490001573Z,92305,Pellatt Grove,-0.106667,51.60164
490014686S,74883,Willan Road,-0.079583,51.59398
490003092W,56123,Broadwater Farm Estate,-0.082180,51.59436
490006819W,76851,Ferry Lane,-0.058090,51.58743
490006627S,53297,Erskine Crescent,-0.059789,51.58652
490006820S,74081,Ferry Lane Primary School,-0.059596,51.58494
490006627N,51642,Erskine Crescent,-0.059933,51.58619
490006819E,73653,Ferry Lane,-0.058862,51.58760
490001554Z,92300,Wolves Lane,-0.105998,51.60175
490001561Y,92301,Wolves Lane Cemetery,-0.103960,51.60422
490001562Y,92302,Sylvan Avenue,-0.103815,51.60632
490001937Y,92311,Berkshire Gardens  Wolves Lane,-0.103194,51.60840
490001938Z,92312,Grenoble Gardens,-0.102472,51.61081
490013724Z,92313,Beale Close,-0.098140,51.61183
490016819Z,92314,Chequers Way,-0.095325,51.61387
490005092N1,76691,Mitchell Road,-0.095583,51.61495
490001231H,58162,Putney,-0.217238,51.46019
490009097S,91546,Levana Close,-0.217245,51.44337
490012211N,77254,Smithwood Close,-0.216784,51.44155
490012211S,72858,Church Road (SW19),-0.213272,51.43826
490000209A,52776,Replingham Road,-0.206251,51.44521
490004880N,73063,Gatwick Road,-0.204173,51.44794
490007376E,74585,Granville Road (SW18),-0.201931,51.45006
490007376W,49844,Granville Road (SW18),-0.201107,51.44976
490007144S,50455,Gatwick Road,-0.203293,51.44871
490010125N,55751,Murfett Close,-0.215597,51.43989
490008805N,76499,Smithwood Close,-0.216927,51.44120
490009097N,56907,Levana Close,-0.217253,51.44281
490011626C,50965,Roden Street, 0.067999,51.55706
490007651E1,72839,Hainault Road Little Heath, 0.119841,51.58578
490007651E,51186,Red House Farm, 0.124874,51.58659
490010718E,48494,Padnall Road Little Heath, 0.129488,51.58739
490010718W,53540,Padnall Road Little Heath, 0.129803,51.58734
490007651W,75527,Red House Farm, 0.125627,51.58663
490007652W,50575,Hainault Road Little Heath, 0.118868,51.58534
490016748,76881,Gayton Road,-0.331157,51.57976
490011745S,76128,Roxborough Avenue,-0.342820,51.57656
490014517S,73233,West Street Whitmore Road,-0.343833,51.57329
490006216S,54103,Dudley Gardens,-0.345657,51.57075
490009532N,72361,Malvern Avenue,-0.375156,51.56497
490010247N,51951,Newquay Crescent,-0.377379,51.56939
490004771N,72092,Capthorne Avenue,-0.375512,51.57116
490014084L,52962,Village Way East,-0.368563,51.57785
490013526N,47042,The Ridgeway North Harrow,-0.364601,51.58207
490000161B,56245,North Harrow,-0.362375,51.58458
490011023N,53431,Pinner Road,-0.360452,51.58666
490008774E,74205,Kingsfield Avenue,-0.357821,51.58918
490011024E,71839,Pinner View,-0.352129,51.59169
490013383E,56697,Harrow View,-0.345624,51.59272
490007847R,57899,Harrow Crown Court,-0.341115,51.59326
490000101K,73054,Harrow & Wealdstone Station,-0.335746,51.59322
490010682E,51458,Oxford Road Wealdstone,-0.332362,51.59338
490007850E,76054,Harrow Leisure Centre,-0.328389,51.59226
490008634E,48798,Kenmore Avenue,-0.321195,51.59121
490008785E,47798,Kingshill Avenue (HA3),-0.315297,51.59220
490000062F,49264,Ealing Broadway,-0.302247,51.51470
490006301R,73609,Ealing Town Hall,-0.307116,51.51281
490012763W,47501,St Leonards Road Ealing,-0.311769,51.51210
490015251P,77550,Dane Road,-0.315588,51.51131
490004500N,74802,Dane Road,-0.316463,51.51142
490001281H,74876,Leigham Ct Rd  Streatham Hill,-0.126431,51.43773
490018820SE,75663,Streatham Close,-0.125050,51.43631
490006259S,53229,Dunraven School,-0.122903,51.43463
490013999S,58677,Leigham Court Road  Valley Road,-0.116608,51.43272
490012886S,75522,St Peters Church (SW16),-0.114761,51.43146
490008590S,51602,Julians Primary School,-0.114376,51.42893
490009038S,47799,Leaf Grove,-0.114118,51.42646
490014789S,49618,Leigham Court Road  Streatham Common,-0.114310,51.42390
490013686E,56634,Tivoli Road,-0.103055,51.42268
490010452W1,76816,Norwood School,-0.098567,51.42268
490010452W2,52936,Tivoli Road,-0.101103,51.42258
490014789N,76252,Leigham Court Road  Streatham Common,-0.114443,51.42415
490008590N,72854,Julians Primary School,-0.114627,51.42773
490011620N,54551,Rockhampton Road,-0.114423,51.43060
490012886W,51995,St Peters Church (SW16),-0.116142,51.43215
490013999N,58493,Valley Road,-0.119462,51.43329
490006259N,75555,Dunraven School,-0.121556,51.43381
490010076W,56303,Mountearl Gardens,-0.124536,51.43552
490001281G,57691,Leigham Ct Rd  Streatham Hill,-0.126619,51.43769
490016645S,71246,Danson Road  Crook Log, 0.123580,51.45875
490013400S,52475,The Grove Welling, 0.123142,51.45675
490011904S,50628,Dawson Road  Sandhurst Road, 0.123064,51.45226
490005956S,NA,Danson Underpass, 0.119434,51.44911
490015607N1,71404,Penhill Road, 0.118101,51.43988
490003981E,52996,Bexley Lane  Royal Road, 0.121274,51.43198
490000876Z,95004,Kimberley Drive, 0.126627,51.43478
490009613A,91480,Longmead Drive  Albany Park, 0.126659,51.43486
490010599Z,91481,Longmead Drive  Onslow Drive, 0.122469,51.43447
490005386S,74658,Bexley Lane  Cleeve Park School, 0.118547,51.42932
490007637S,53547,Granville Road, 0.105034,51.42610
490018713N,58629,Bexley Lane  Farwell Road, 0.117274,51.42854
490005386N,51545,Bexley Lane  Cleeve Park School, 0.118457,51.42923
490004097S,54085,Blackfen Road  Penhill Road, 0.118700,51.44755
490005956N,58509,Danson Underpass, 0.119874,51.45021
490011904N,58209,Dawson Road  Sandhurst Road, 0.122508,51.45145
490005955N,77379,Danson Park, 0.122811,51.45363
490013400N,58432,The Grove Welling, 0.122864,51.45604
49004039W2,91244,Bishops Bridge,-0.179760,51.51824
490006756W1,55634,Princess Royal University Hosp, 0.057854,51.36530
490015900NW,98237,Rycroft Road, 0.074398,51.38393
490020294W,98239,Chesham Avenue  Woodhurst Avenue, 0.067920,51.38560
490005110S,59474,Faringdon Avenue  Chesham Avenue, 0.063054,51.38670
490008890SW,95007,Faringdon Avenue  Birch Row, 0.061633,51.38513
490008973S,95010,Faringdon Avenue  Larch Way, 0.058941,51.38248
490003262W,95011,Almond Way, 0.056551,51.38238
490014577N2,95012,Whitebeam Avenue  Larch Way, 0.056135,51.38464
490015902SE,98529,Ash Row, 0.058126,51.38610
490010696NE,95013,Oxhawth Crescent, 0.062884,51.38708
490015681NB1,49872,Fairway  Tudor Way, 0.077004,51.38751
490018672Y,NA,Church Hill Wood, 0.096903,51.39145
490012076Y,NA,Sherborne Road, 0.094371,51.39203
490004400Y,NA,Sefton Road, 0.091651,51.39291
490011976Y,NA,Sefton Close, 0.092823,51.39432
490003302Y,NA,Dorney Rise, 0.096533,51.39436
490018673Z,NA,Amherst Drive, 0.101810,51.39407
490000398Y,NA,Amherst Close, 0.104610,51.39368
490018674S1,NA,Sidmouth Road, 0.104984,51.39212
490003486S,NA,Austin Road, 0.104392,51.39051
490008673S,74319,Kent Road, 0.110601,51.38706
490009428S,72488,Lower Road  Derry Downs, 0.109568,51.38430
490009428N,49663,Lower Road  Derry Downs, 0.109155,51.38405
490008673N,48825,Kent Road, 0.109914,51.38711
490003486N,NA,Austin Road, 0.104301,51.39072
490005729N,NA,Cray Valley Road, 0.104739,51.39213
490018674Z,NA,Sidmouth Road, 0.105418,51.39314
490000398Z,NA,Amherst Close, 0.103055,51.39395
490003301Z,NA,Canbury Path, 0.100326,51.39400
490003302Z,NA,Dorney Rise, 0.096659,51.39429
490011976Z,NA,Sefton Close, 0.091685,51.39397
490004400Z,NA,Sefton Road, 0.092192,51.39248
490012076Z,NA,Sherborne Road, 0.095176,51.39202
490018672Z,NA,Church Hill Wood, 0.097085,51.39165
490015681S,55392,Fairway  Tudor Way, 0.077275,51.38747
490010696SW,95005,Oxhawth Crescent, 0.064075,51.38799
490020295E,98260,Prescott Avenue, 0.064194,51.38680
490020294E,98261,Chesham Avenue  Woodhurst Avenue, 0.068148,51.38588
490020293E,98238,Kydbrook Close, 0.075434,51.38395
490015153V,NA,Eldon Street Liverpool Street,-0.084895,51.51844
490003172A,56219,All Hallows Church,-0.084781,51.51669
490015035SL,72675,Sandycombe Road Richmond,-0.287037,51.46796
490009670E,72879,Marksbury Avenue,-0.282713,51.46808
490010049N,71419,Mortlake Road,-0.279242,51.46887
490005410E,73409,Clifford Avenue,-0.273754,51.46894
490012467W,51667,Ship Lane  Stag Brewery,-0.269220,51.46928
490010046E,59129,Sheen Lane  Mortlake Station,-0.264243,51.46991
490003516E,53444,Avondale Road,-0.259534,51.46993
490014596E,74989,White Hart Lane (SW14),-0.256878,51.47050
490001015BK,72203,Barnes Bridge,-0.253039,51.47261
490007168N,74756,Nassau Road,-0.250026,51.47573
490005551N,77344,Suffolk Road,-0.247988,51.48006
490009353E,75236,Lonsdale Road,-0.234220,51.48603
490010306W2,76267,Norley Vale,-0.240107,51.44459
490005551S,71361,Suffolk Road,-0.247779,51.47988
490007168S,51320,Nassau Road,-0.249681,51.47571
490003631S,47611,Lyric Road,-0.250364,51.47479
490001015BJ,75749,Barnes Bridge,-0.252792,51.47268
490014596W,55891,White Hart Lane (SW14),-0.256758,51.47024
490003516W,55441,Avondale Road Mortlake,-0.261397,51.46978
490010046W,74440,Sheen Lane  Mortlake Station,-0.265277,51.46961
490012467E,47849,Ship Lane  Stag Brewery,-0.267550,51.46966
490011699W,71242,Rosemary Lane,-0.270540,51.46865
490005410W,73718,Clifford Avenue,-0.274818,51.46859
490010049W,54727,Mortlake Road,-0.278570,51.46874
490009561W,76056,Manor Grove (TW9),-0.283403,51.46771
49000192S1,92037,Richmond Station,-0.301707,51.46372
490015962E,71856,Murray Road, 0.109662,51.39726
490008378W,77626,Horse Leaze, 0.066554,51.51180
490006389W,73807,East Ham Manor Way  Covelees Wall, 0.063382,51.51210
490003753W,77051,Beckton School, 0.039818,51.51659
490005505W,59461,Colman Road, 0.036045,51.51668
490011040N,58338,Barking Road, 0.028820,51.52632
490010953N,53925,Gad Close, 0.027541,51.52739
490008637F,52153,Kennedy Close, 0.021828,51.53021
490014059G,53128,Victoria Road (E13), 0.020212,51.53117
490011045S,71937,Balaam Street Plaistow, 0.024207,51.52956
490010953S,51407,Perth Road (E13), 0.026966,51.52806
490011040S,57800,Barking Road, 0.029107,51.52628
490005505E,57359,Colman Road, 0.035470,51.51703
490003753E,55497,Beckton School, 0.039295,51.51683
490006389E,91561,East Ham Manor Way  Covelees Wall, 0.064737,51.51209
490008378S,71469,Horse Leaze, 0.066591,51.51198
490003951W,51468,Bonner Road,-0.050128,51.53162
490013399L,71574,Peel Grove,-0.053387,51.52993
490013996S,52449,Weavers Fields,-0.064155,51.52486
490006720S,59372,Fakruddin Street,-0.064092,51.52296
490013905S,59022,Underwood Road,-0.064007,51.52121
490009278H,71446,Royal London Hospital,-0.062222,51.51709
490005523S1,53071,Commercial Road,-0.061597,51.51416
490004757C,73372,Chapman Street,-0.061111,51.51169
490013687J,73119,Tobacco Dock,-0.058664,51.50891
490014209S,51094,Wapping Health Centre,-0.058503,51.50625
490000251E,52379,Wapping Station,-0.055603,51.50498
490014211E,49833,Monza Street,-0.053497,51.50638
490011246N,47133,Shadwell Basin,-0.050959,51.50777
490008736N,75559,King Edward Memorial Park,-0.050722,51.50928
490007010E,72270,Free Trade Wharf,-0.046208,51.51003
490004657N,59286,Cable Street,-0.042233,51.51133
490016707H,51380,Canada Square North,-0.017570,51.50511
490017847E,71586,Churchill Place,-0.013984,51.50440
490004005N,58378,Billingsgate Market,-0.010688,51.50631
490000804Y,92234,Baffin Way,-0.006973,51.50689
490002033Y,92236,East India Station,-0.002583,51.50910
490000805Y,92238,Leamouth Road, 0.000302,51.50981
490000801X,NA,Leamouth  Orchard Place, 0.005104,51.50989
490000805Z,92239,Leamouth Road, 0.000302,51.50981
490002033Z,92237,East India Station,-0.002645,51.50899
490000804Z,92235,Baffin Way,-0.004902,51.50780
490004005S,48386,Billingsgate Market,-0.010476,51.50621
490017847W,92025,Churchill Place,-0.014573,51.50413
490004657S,72677,Cable Street,-0.041986,51.51136
490007010W,53518,Free Trade Wharf,-0.046092,51.51004
490008736S,76961,King Edward Memorial Park,-0.050576,51.50897
490011246W,56032,Shadwell Basin,-0.050848,51.50769
490014211S,52302,Wapping Wall,-0.054303,51.50540
490000251W,57527,Wapping Station,-0.056174,51.50443
490014209N,75290,Wapping Health Centre,-0.058680,51.50581
490013687K,53647,Tobacco Dock,-0.058862,51.50934
490000202A,75897,Shadwell DLR,-0.055535,51.51097
490012020B,57876,St George's Town Hall  Shadwell Station,-0.058948,51.51103
490004757N,53308,Chapman Street,-0.061288,51.51159
490005523N,52639,Commercial Road,-0.061878,51.51364
490009278L,55034,Royal London Hospital,-0.062467,51.51674
490009989N,55048,Old Montague Street,-0.063728,51.51999
490006720N,77169,Fakruddin Street,-0.064399,51.52252
490014330SF,77581,Weavers Fields,-0.064338,51.52498
490015009JX,48822,York Hall,-0.054985,51.52963
490013399K,77490,Peel Grove,-0.053407,51.53014
490005027E,77804,Charterhouse Street,-0.106392,51.51829
490019954K,NA,London Bridge Bus Station,-0.087436,51.50492
490012122B,72374,Bromley Road  Shortlands Stn, 0.000386,51.40638
490003147W,47578,Albemarle Road,-0.004939,51.40725
490011957W,53857,Bromley Road  Scotts Lane,-0.006841,51.40685
490010510W,55078,Oakwood Avenue,-0.014144,51.40622
490013126N,51020,Sydenham Avenue,-0.064002,51.42338
490014535W,54635,Crystal Palace Park Road  Westwood Hill,-0.069114,51.42564
490014535S2,55164,Crystal Palace Park Road  Charleville Circus,-0.068329,51.42549
490013126S,73057,Sydenham Avenue,-0.062889,51.42282
490003442N,76944,Ashmere Avenue,-0.009084,51.40685
490003147E,57591,Albemarle Road,-0.005007,51.40735
490001248C,58893,Bromley Road  Shortlands Stn, 0.000363,51.40651
490007703M,50862,Hammersmith Bridge Road,-0.225816,51.49214
490007707F,48058,Hammersmith Hospital,-0.234597,51.51615
490004524W,74785,Brunel Road,-0.253818,51.51970
490015061O,52777,Brunel Road,-0.250843,51.51986
490007708X,50905,Hammersmith Library,-0.223632,51.49422
490007705K,56649,Hammersmith Bus Station,-0.223046,51.49261
490007703K,47014,Hammersmith Bridge Road,-0.226630,51.49158
490004441W,59515,Woodville Road,-0.199803,51.53629
490004442N,58989,Queen's Park StnVictoria Rd,-0.205095,51.53519
490008503N,75207,Brooksville Avenue,-0.207803,51.53856
490013248N,52382,Brondesbury Park Station  The Avenue,-0.211083,51.54172
490003133W,75806,Manor House Drive (NW6),-0.213447,51.54321
490009935W,51799,Milverton Road,-0.219194,51.54524
490015532S,72101,Brondesbury Park,-0.222007,51.54448
490004970W,54969,Chambers Lane,-0.229065,51.54544
490010957S,59396,Peter Avenue,-0.231973,51.54185
490014798N,53197,Winchelsea Road  Harlesden,-0.257397,51.53733
490008865N,48733,Knatchbull Road,-0.258797,51.54108
490006769N,72087,Fawood Avenue,-0.259703,51.54302
490012018N,74414,Gloucester Close,-0.259741,51.54505
490013098N,47841,Swaminarayan Temple,-0.260264,51.54760
490008746N,71683,Kingfisher Way (NW10),-0.260983,51.55106
490008456N,77867,Ikea Brent Park  Drury Way,-0.261778,51.55328
490011818N,57715,Rutherford Way,-0.278712,51.56017
490007063L,52844,Fulton Road,-0.280517,51.56089
490015753N,92059,Greenhill Way  Lycee International,-0.272499,51.56689
490010715N,52524,The Paddocks,-0.272300,51.57025
490015753S,92060,Greenhill Way  Lycee International,-0.272340,51.56692
490007063K,47617,Fulton Road,-0.281687,51.56086
490011818S,58693,Rutherford Way,-0.278556,51.56011
490008746S,52214,Kingfisher Way (NW10),-0.260974,51.55055
490013098S,74181,Swaminarayan Temple,-0.259958,51.54730
490012018S,74807,Gloucester Close,-0.259588,51.54528
490006769S,47185,Fawood Avenue,-0.259515,51.54303
490008865S,47399,Knatchbull Road,-0.258096,51.54054
490014798S,77542,Winchelsea Road  Harlesden,-0.257278,51.53779
490010957N,47621,Peter Avenue,-0.231963,51.54213
490004970E,57533,Chambers Lane,-0.228586,51.54553
490004440N,77843,Brondesbury Park,-0.221781,51.54546
490009935E,47128,Milverton Road,-0.219533,51.54543
490009016E,49506,Manor House Drive (NW6),-0.214983,51.54412
490013248S,57195,Brondesbury Park Station  The Avenue,-0.211189,51.54195
490008503S,54002,Brooksville Avenue,-0.207726,51.53868
490004442S,55338,Queen's Park StnVictoria Rd,-0.204842,51.53502
490004441E,54555,Brondesbury Road,-0.199463,51.53651
490001170Q,49448,Kilburn High Road Station,-0.193210,51.53783
490000249M,76988,Walthamstow Central Station,-0.019836,51.58310
490019793U,91553,Stratford City Bus Station,-0.003806,51.54341
490014613W,49583,Whitfield Road, 0.038741,51.53702
490007498J,55995,Green Street (E13), 0.035273,51.53718
490011051E,71074,Washington Road, 0.034968,51.53745
490014148K,57291,Walpole Road Upton Park, 0.037356,51.53699
490011050E,73036,Katherine Road Plashet, 0.041337,51.53799
490003086U,75937,Westway,-0.235278,51.51383
490008539S,51219,Commonwealth Avenue,-0.234841,51.51134
490014946N,54533,Wormholt Road East Acton,-0.241024,51.50909
490004541E,49093,Bryony Road,-0.240029,51.51133
490019345S,52898,Rectory Lane  Stanmore,-0.314191,51.61584
490019345Z,95323,Old Church Lane,-0.312593,51.61415
490000504Z,95325,Stanmore College,-0.312182,51.61276
490000505Z,95327,Wolverton Road,-0.310541,51.61066
490000506Z,95329,Stanmore Baptist Church,-0.308999,51.60902
490000508Z,95331,Stanburn Primary School,-0.307936,51.60614
490000507Z,95338,Wemborough Road  Abercorn Road,-0.307649,51.60532
490000510Z,95335,St Andrew's Drive,-0.307216,51.60260
490000509Y,95337,Crowshott Avenue,-0.306694,51.60072
4900OC468S,72531,Culver Grove Park High School,-0.304949,51.59834
490019346S,71340,Culver Grove,-0.303868,51.59673
490019347S,56610,Streatfield Road,-0.302934,51.59544
4900019348E,51282,Colin Park Road,-0.254167,51.59196
490000513Z,NA,Court Way  Colindale,-0.250915,51.59166
490000514Z,95341,Clovelly Avenue,-0.246516,51.59118
490000515Z,95343,Rushgrove Park,-0.242212,51.59088
4900019350E,58633,Colindeep Bridge,-0.238941,51.58847
4900019351E,72878,Grove Gardens  Hendon,-0.236336,51.58789
4900019403Z,73308,Tesco Brent Cross,-0.214766,51.57473
4900019351W,74680,Colindeep Lane Hendon,-0.237191,51.58781
490019350Z,95344,Colindeep Bridge,-0.240375,51.58910
490000515Y,95342,Rushgrove Park,-0.243279,51.59091
490000514Y,NA,Clovelly Avenue,-0.246851,51.59112
490000513Y,NA,Court Way  Colindale,-0.250373,51.59151
490019349W,50187,Colin Park Road,-0.253296,51.59208
4900019348W,55691,Colindeep Lane  The Hyde,-0.254876,51.59154
490019347N,59062,Culver Grove,-0.303207,51.59547
4900OC469S,71119,Culver Grove Park High School,-0.305526,51.59872
490000509Z,95336,Crowshott Avenue,-0.307301,51.60147
490000510Y,95334,St Andrew's Drive,-0.307449,51.60371
490000507Y,95332,Wemborough Road  Abercorn Road,-0.307865,51.60534
490000507X,95330,Stanburn Primary School,-0.308571,51.60733
490000506Y,95328,Stanmore Baptist Church,-0.309891,51.60988
490000505Y,95326,Wolverton Road,-0.311418,51.61117
490000504Y,95324,Stanmore College,-0.312601,51.61313
490019345X,73466,Old Church Lane,-0.313151,51.61468
490019345N,54631,Rectory Lane  Stanmore,-0.314881,51.61632
490014787S,NA,Windsor Park Estate, 0.068024,51.51339
490006361E,59147,Strait RoadEast Ham Manor Way, 0.061494,51.50889
490011520T,50222,Renfrew Close, 0.059148,51.50897
490002012X,55155,Beckton Park, 0.056197,51.50904
490012577W,57440,Strait Road  Stansfeld Road, 0.050097,51.50926
490004182N,54018,Brampton Manor School, 0.039600,51.52332
490003907S,55788,Benson Avenue, 0.037630,51.52957
490007036S,75586,Frinton Road (E6), 0.039409,51.52519
490004182S,74878,Brampton Manor School, 0.039910,51.52286
490012577E,71754,Strait Road  Stansfeld Road, 0.049266,51.50938
490002012Z,54093,Beckton Park, 0.054087,51.50922
490004730V,72873,Campion Close, 0.057828,51.50908
490011520E,55429,Renfrew Close, 0.060074,51.50904
490006361S,76668,Strait RoadEast Ham Manor Way, 0.061094,51.50898
490016358E,48209,Richmond Road Martello Street,-0.056443,51.54348
490019981X,91242,Navarino Road,-0.060478,51.54354
490016359W,58202,Greenwood Road Morland Est,-0.063738,51.54320
490016360S,59071,Middleton Road Dalston,-0.062866,51.53995
490016361S,52592,Sheep Lane,-0.059703,51.53600
490016362W,53704,Andrews Road,-0.059631,51.53430
490016363S,53217,Pritchard's Road,-0.062528,51.53535
490016364W,57150,Nicholl Street,-0.066582,51.53497
490018316W,58396,Haggerston Park,-0.068283,51.53497
490016365W,47227,Thurtle Road,-0.072198,51.53480
490016357W,77814,Kingsland Road,-0.075992,51.53439
490006727W,50398,Falkirk St  Hackney College,-0.078310,51.53072
490005801W,50046,Crondall St Hoxton St Market,-0.080895,51.53097
490011027N,53004,Pitfield Street Hoxton,-0.083023,51.53145
490016367W,58879,Buckland Street,-0.083480,51.53223
490016368W,72997,New North Road Hoxton,-0.086113,51.53168
490016369W,50121,Murray Grove  Provost Estate,-0.087524,51.53104
490016370W,77642,Bletchley Street,-0.090711,51.53067
490016371S,50907,Shoreditch Police Station,-0.092064,51.52935
490008516E,75353,Tolpuddle St  Islington Police Stn,-0.110358,51.53425
490016371N,53731,Shoreditch Police Station,-0.092067,51.52894
490016372N,47785,Murray Grove Hoxton,-0.092751,51.53086
490016370E,71778,Bletchley Street,-0.090866,51.53180
490016373N,48561,Cropley Street,-0.089954,51.53257
490016374E,53398,New North Road,-0.088695,51.53372
490016367E,53412,Buckland Street,-0.084254,51.53234
490011027S,77781,Pitfield Street Hoxton,-0.082917,51.53158
490005801E,53483,Crondall St Hoxton St Market,-0.081047,51.53111
490006727E,77852,Falkirk St  Hoxton Station,-0.078177,51.53079
490007155N,54155,Geffrye Museum,-0.077205,51.53231
490016357E,52721,Whiston Road,-0.076258,51.53459
